name,query,question 
M2-Hexapod,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.MTHexapod.logevent_summaryState"" WHERE salIndex = 2 ORDER BY DESC LIMIT 1",What is the latest summary state of the M2 Hexapod subsystem?
MTDome,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.MTDome.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state of the MTDome?
MTPtg,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.MTPtg.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state value for the MTPtg log event in the LSST database?
MTDomeTrajectory,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.MTDomeTrajectory.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state of the MTDomeTrajectory log event?
MTMount,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state of the LSST Mount Telescope (MTMount)?
MTM1M3,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state of the MTM1M3 subsystem?
CCHeaderService,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.CCHeaderService.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state of the CCHeaderService?
CCOODS,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.CCOODS.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state reported by the CCOODS system?
CCCamera,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.CCCamera.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state reported by the LSST SAL CCCamera log event?
MTRotator,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.MTRotator.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state of the MTRotator?
Cam-Hexapod,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.MTHexapod.logevent_summaryState"" WHERE salIndex = 1 ORDER BY DESC LIMIT 1",What is the most recent summary state of the LSST SAL MTHexapod log event for the component with index 1?
Watcher,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.Watcher.logevent_summaryState"" ORDER BY DESC LIMIT 1",What is the most recent summary state reported by the LSST Watcher system?
MTAirCompressor:2,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.MTAirCompressor.logevent_summaryState"" WHERE salIndex = 2 ORDER BY DESC LIMIT 1","What is the current state of the second MTAirCompressor, and when was it last reported?"
Elevation Angle RAW,"SELECT ""inclinometerRaw"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.zenithAngle"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","To generate the given database query, a possible natural language question could be:

What are the raw elevation angle measurements from the LSST SAL MTM2 zenith angle sensor for the past hour?"
Closed Loop Control Mode,"SELECT ""mode"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_closedLoopControlMode"" ORDER BY DESC LIMIT 1",What is the most recent closed loop control mode reported by the MTM2 telescope?
Power Voltage,"SELECT ""motorVoltage"", ""commVoltage"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.powerStatus"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What were the motor voltage and communication voltage values of the MTM2 power status system within a specific time range from :dashboardTime: to :upperDashboardTime:?
Hardpoints (1-based),"SELECT /actuators/ FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_hardpointList"" ORDER BY DESC LIMIT 3",What are the most recent three hardpoints recorded in the LSST SAL MTM2 log event hardpoint list?
Tangential Actuators Temp,"SELECT /temperature/ FROM ""efd"".""autogen"".""lsst.sal.ESS.temperature"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: AND salIndex = 106","What were the temperature readings of the Tangential Actuators between the dashboard's specified start and end times, specifically for the SAL index 106?"
Summary Faults Status,"SELECT ""status"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_summaryFaultsStatus"" ORDER BY DESC LIMIT 3",What are the three most recent status updates for summary faults on the LSST SAL MTM2 log event system?
Enabled Faults Mask,"SELECT ""mask"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_enabledFaultsMask"" ORDER BY DESC LIMIT 3",What are the three most recent enabled faults masks recorded in the LSST SAL MTM2 log event?
ErrorCodes,"SELECT ""errorCode"", ""errorReport"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_errorCode"" ORDER BY DESC LIMIT 10",What are the top 10 most recently reported error codes and their corresponding error reports from the LSST SAL MTM2 log event system?
TMA Azimuth Position,"SELECT ""actualPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What is the actual azimuth position of the TMA (Telescope Mount Assembly) for LSST at the current dashboard time?
 Tangent Actuator measured forces,"SELECT ""measured0"",""measured1"",""measured2"",""measured3"",""measured4"",""measured5"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.tangentForce"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What were the measured forces of the Tangent Actuator on the LSST SAL MTM2 system between a specific start time and end time?
 Tangent Actuator steps all,"SELECT ""steps0"",""steps1"",""steps2"",""steps3"",""steps4"",""steps5"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.tangentActuatorSteps"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","To generate the given database query, a potential natural language question could be:

""What were the steps for each of the 6 tangent actuators (steps0 through steps5) of the LSST SAL MTM2 system within the specified time range?""

This question asks for specific data points (the step values for each actuator), from a certain subsystem (tangentActuatorSteps in LSST.SAL.MTM2), limited to a defined period (between :dashboardTime: and :upperDashboardTime:).

The query itself directly translates this, selecting the columns corresponding to each actuator's steps, specifying the table and schema where this data resides, and filtering for only rows with timestamps falling within the provided range."
Tangent force errors,"SELECT ""force0"",""force1"",""force2"",""force3"",""force4"",""force5"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.forceErrorTangent"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What were the tangent force errors for MTM2 between the current dashboard time and 1 hour ago?
 Axial Force all,"SELECT ""measured0"",""measured1"",""measured2"",""measured3"",""measured4"",""measured5"",""measured6"",""measured7"",""measured8"",""measured9"",""measured10"",""measured11"",""measured12"",""measured13"",""measured14"",""measured15"",""measured16"",""measured17"",""measured18"",""measured19"",""measured20"",""measured21"",""measured22"",""measured23"",""measured24"",""measured25"",""measured26"",""measured27"",""measured28"",""measured29"",""measured30"",""measured31"",""measured32"",""measured33"",""measured34"",""measured35"",""measured36"",""measured37"",""measured38"",""measured39"",""measured40"",""measured41"",""measured42"",""measured43"",""measured44"",""measured45"",""measured46"",""measured47"",""measured48"",""measured49"",""measured50"",""measured51"",""measured52"",""measured53"",""measured54"",""measured55"",""measured56"",""measured57"",""measured58"",""measured59"",""measured60"",""measured61"",""measured62"",""measured63"",""measured64"",""measured65"",""measured66"",""measured67"",""measured68"",""measured69"",""measured70"",""measured71"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.axialForce"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","To generate the given database query, a possible natural language question could be:

What are the measured values of axial force (from measured0 to measured71) for the LSST SAL MTM2 telescope between the specified dashboard start time and end time?"
Log Message,"SELECT ""message"", ""level"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_logMessage"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What are the messages and their corresponding levels logged by the LSST SAL MTM2 logEvent_logMessage system between the specified dashboard time range?
Inclination Telemetry Source,"SELECT ""source"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_inclinationTelemetrySource"" ORDER BY DESC LIMIT 6",What are the six most recent sources of inclination telemetry data recorded in the LSST SAL database for the MTM2 component?
Net Moments Total,"SELECT ""mx"", ""my"", ""mz"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.netMomentsTotal"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What are the net moments (mx, my, mz) of the LSST SAL MTM2 for times greater than the dashboard time and less than the upper dashboard time?"
Measured Axail actuators Forces,"SELECT /measured/ FROM ""efd"".""autogen"".""lsst.sal.MTM2.axialForce"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What were the measured axial forces of the actuators on the LSST Primary/Tertiary Mirror (M1M3) between the specified dashboard time and an upper limit time?
Mirror Position IMS,"SELECT ""x"", ""xRot"", ""y"", ""yRot"", ""z"", ""zRot"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.positionIMS"" ORDER BY DESC LIMIT 3",What are the most recent three sets of position and rotation values for the Mirror Position IMS in the LSST SAL MTM2 system?
Assembly in Position,"SELECT ""inPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_m2AssemblyInPosition"" ORDER BY DESC LIMIT 3","What are the most recent three values of the ""inPosition"" status for the LSST SAL MTM2 log event indicating whether the assembly is in position?"
Mirror Position,"SELECT ""x"", ""y"", ""z"", ""xRot"", ""yRot"", ""zRot"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.position"" ORDER BY DESC LIMIT 3","What are the most recent three sets of coordinates and rotations for the LSST Mirror Mount Assembly (MTM2) in the x, y, and z directions?"
Summary State,"SELECT ""summaryState"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_summaryState"" ORDER BY DESC LIMIT 10","What are the most recent 10 summary states reported by the LSST SAL MTM2 log event, ordered from newest to oldest?"
Intake/Exhaust Temperatures,"SELECT /exhaust/, /intake/ FROM ""efd"".""autogen"".""lsst.sal.MTM2.temperature"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What were the intake and exhaust temperatures of the LSST SAL MTM2 system between the specified dashboard start time and end time?
Elevation Angle measured by M2,"SELECT ""inclinometerProcessed"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.zenithAngle"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What is the elevation angle measured by M2 for the LSST telescope's zenith angle, as recorded in the ""inclinometerProcessed"" column of the ""lsst.sal.MTM2.zenithAngle"" table, within the specified dashboard time range?"
Heartbeat,"SELECT ""heartbeat"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_heartbeat"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What is the status of the ""heartbeat"" for the LSST SAL MTM2 log event since the last dashboard update?"
Commandable by DDS,"SELECT ""state""  FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_commandableByDDS"" ORDER BY DESC LIMIT 3","What is the current state of the MTM2 telescope's commandability by DDS, showing the most recent three events?"
Interlock,"SELECT ""state"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_interlock"" ORDER BY DESC LIMIT 10",What are the most recent 10 states of the interlock system for the LSST SAL MTM2 log event?
IMS RBP,"SELECT ""x"",""y"",""z"",""xRot"", ""yRot"", ""zRot"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.positionIMS"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ","What are the x, y, z positions and x, y, z rotations of the LSST Mirror Mounting Tower (MTM2) recorded in the Integrated Monitoring System (IMS) database for the time period between :dashboardTime: and :upperDashboardTime:?"
Tangent Fault,"SELECT ""sum"", ""weight"", ""force0"",""force1"", ""force2"",""force3"", ""force4"", ""force5"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.forceErrorTangent"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What are the sum, weight, and force values (force0 through force5) for the Tangent Fault in the LSST SAL MTM2 forceErrorTangent table, within the specified time range?"
TMA Elevation Position,"SELECT ""actualPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTMount.elevation"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What is the actual elevation position of the TMA (Telescope Mount Assembly) at times between the current dashboard time and a specified time in the future?
Power Current,"SELECT ""motorCurrent"", ""commCurrent"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.powerStatus"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What were the motor current and communication current values for the LSST SAL MTM2 power status system within the specified time range?
Temperature high warning,"SELECT ""hiWarning"" FROM ""efd"".""autogen"".""lsst.sal.MTM2.logevent_cellTemperatureHiWarning"" ORDER BY DESC LIMIT 5","What were the last five recorded instances of high temperature warnings for the cell, ordered from most recent to least recent?"
Ring Temperatures,"SELECT /ring/ FROM ""efd"".""autogen"".""lsst.sal.MTM2.temperature"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What were the temperatures of the different components in the LSST SAL MTM2 temperature system within the specified time range?
Fault Reports,"SELECT ""errorCode"", ""errorReport"", ""traceback"" FROM ""efd"".""autogen"".""lsst.sal.:CSCList:.logevent_errorCode"" ORDER BY time DESC LIMIT 10","What are the most recent 10 error codes, error reports, and tracebacks logged by the CSCList component in the LSST SAL system?"
MTAOS command_addAberration.config,"SELECT ""config"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.command_addAberration"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What are the configuration settings for the MTAOS command_addAberration that were used between the dashboard's specified start and end times?
command addAberration wfX,"SELECT ""wf1"", ""wf2"", ""wf3"", ""wf4"", ""wf5"", ""wf6"", ""wf7"", ""wf8"", ""wf9"", ""wf18"", ""wf17"", ""wf16"", ""wf15"", ""wf14"", ""wf13"", ""wf12"", ""wf11"", ""wf10"", ""wf0"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.command_addAberration"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What are the values of wf1, wf2, wf3, wf4, wf5, wf6, wf7, wf8, wf9, wf18, wf17, wf16, wf15, wf14, wf13, wf12, wf11, wf10, and wf0 from the command_addAberration table in the efd.autogen.lsst.sal.MTAOS schema for records where the timestamp is between the dashboard's current time and the upper limit of the dashboard's time range?"
MTAOS M1M3 forces,"SELECT mean(""zForces1"") AS ""mean_zForces1"", mean(""zForces10"") AS ""mean_zForces10"", mean(""zForces100"") AS ""mean_zForces100"", mean(""zForces150"") AS ""mean_zForces150"", mean(""zForces30"") AS ""mean_zForces30"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_m1m3Correction"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What are the mean values of zForces1, zForces10, zForces30, zForces100, and zForces150 for the MTAOS M1M3 corrections over a specified time range, grouped by a given interval?"
MTAOS heartbeat,"SELECT heartbeat FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_heartbeat"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ",What is the heartbeat status of the MTAOS system between the specified dashboard time and an upper limit of 1 hour from that time?
AOS,"SELECT appliedSettingsMatchStartIsTrue FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_appliedSettingsMatchStart"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ","What is the value of the appliedSettingsMatchStartIsTrue field from the ""lsst.sal.MTAOS.logevent_appliedSettingsMatchStart"" table within the specified time range, where the start time is greater than :dashboardTime: and the end time is less than :upperDashboardTime:?"
CameraHexapodCorrections,"SELECT ""u"", ""v"", ""w"", ""x"", ""y"", ""z"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_cameraHexapodCorrection"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What were the camera hexapod corrections (u, v, w, x, y, z) recorded in the LSST SAL MTAOS log for the period between the current dashboard time and 1 hour ago?"
Zernike Polinomials,"SELECT ""annularZernikeCoeff1"" AS ""Z01"",""annularZernikeCoeff1"" AS ""Z02"",""annularZernikeCoeff3"" AS ""Z03"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.logevent_wavefrontError"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What are the values of the first three annular Zernike coefficients (Z01, Z02, and Z03) for wavefront errors recorded in the LSST SAL MTAOS log between the dashboard start time and end time?"
WEP Visit,"SELECT ""visitId"" FROM ""efd"".""autogen"".""lsst.sal.MTAOS.command_runWEP"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What are the visit IDs of WEP visits that were conducted between :dashboardTime: and :upperDashboardTime:?
Settings,"SELECT ""recommendedSettingsLabels"", ""recommendedSettingsVersion"" FROM ""efd"".""autogen"".""lsst.sal.:CSCList:.logevent_settingVersions"" ORDER BY time DESC LIMIT 10","What are the most recent recommended setting labels and versions for the LSST CSC List logetevent, showing up to 10 records ordered by descending timestamp?"
DAQ Store Capacity,"SELECT ""capacity"", ""freeSpace"" FROM ""efd"".""autogen"".""lsst.sal.ATCamera.daq_monitor_Store"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What was the capacity and free space of the DAQ store for the AT Camera between a specific start time and end time?
DAQ Store Free Fraction,"SELECT ""freeFraction"" FROM ""efd"".""autogen"".""lsst.sal.ATCamera.daq_monitor_Store"" ORDER BY time DESC LIMIT 1",What is the current free fraction of storage space in the DAQ Store for the ATCamera instrument?
Streaming Mode sequence,"SELECT ""expTime"" FROM ""efd"".""autogen"".""lsst.sal.GenericCamera.logevent_streamingModeStarted"" WHERE salIndex = :salIndex: AND time > :dashboardTime: AND time < :upperDashboardTime: ","What are the exposure times for the streaming mode sequences that started after the dashboard time and before the upper dashboard time, for a specific SAL index?"
Streaming Mode sequence,"SELECT ""avgFrameRate"", ""numFrames"" FROM ""efd"".""autogen"".""lsst.sal.GenericCamera.logevent_streamingModeStopped"" WHERE salIndex = :salIndex: AND time > :dashboardTime: AND time < :upperDashboardTime:","What is the average frame rate and number of frames captured during the most recent streaming mode sequence for a specific SAL index, within a given time range on the dashboard?"
Untitled Graph,"SELECT mean(""ambientTemperature"") AS ""mean_ambientTemperature"", mean(""supplyTemperature"") AS ""mean_supplyTemperature"", mean(""setTemperature"") AS ""mean_setTemperature"" FROM ""efd"".""autogen"".""lsst.sal.ATWhiteLight.chillerTemperatures"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What are the mean values of ambient temperature, supply temperature, and set temperature for the AT White Light chiller system over the specified time range, grouped by a certain interval?"
M3 encoders!!,"SELECT mean(""m3Encoder12"") AS ""mean_m3Encoder12"", mean(""m3Encoder13"") AS ""mean_m3Encoder13"", mean(""m3Encoder14"") AS ""mean_m3Encoder14"", mean(""m3Encoder15"") AS ""mean_m3Encoder15"", mean(""m3Encoder16"") AS ""mean_m3Encoder16"", mean(""m3Encoder17"") AS ""mean_m3Encoder17"", mean(""m3Encoder1"") AS ""mean_m3Encoder1"", mean(""m3Encoder10"") AS ""mean_m3Encoder10"", mean(""m3Encoder11"") AS ""mean_m3Encoder11"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.nasymth_m3_mountMotorEncoders"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What were the average values of the m3 mount motor encoders over a specific time period, grouped by a certain time interval?"
DropOut Door Opening Percentage,"SELECT (""dropoutDoorOpeningPercentage"") AS ""dropoutDoorOpeningPercentage"" FROM ""efd"".""autogen"".""lsst.sal.ATDome.position"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ",What was the percentage of time the dome doors were open for the LSST Automatic Telescope Dome between the specified dashboard start and end times?
Main Door Opening Percentage,"SELECT (""mainDoorOpeningPercentage"") AS ""Main Door Opening Percentage"" FROM ""efd"".""autogen"".""lsst.sal.ATDome.position"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ",What was the percentage of time the main door was open for the AT Dome during the specified time range?
Focus Offset Summary - Total and User Applied,"SELECT (""total"") AS ""mean_total"", (""userApplied"") AS ""mean_userApplied"" FROM ""efd"".""autogen"".""lsst.sal.ATAOS.logevent_focusOffsetSummary"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ",What were the mean values of total and user-applied focus offsets recorded in the LSST SAL ATAOS logEvent_focusOffsetSummary table for the specified time range?
"Tracking errors x, y & z","SELECT (""positionFollowingError0"") AS ""Trackingerror in x"", (""positionFollowingError1"") AS ""Tracking Error in y"", (""positionFollowingError2"") AS ""tracking error in z"" FROM ""efd"".""autogen"".""lsst.sal.ATHexapod.positionStatus"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ","To generate a tracking report, what are the x, y, and z position errors of the LSST SAL ATHexapod instrument during the selected time range?"
"Correction Offsets (x, y, z) (mm)","SELECT (""x"") AS ""x"", (""y"") AS ""y"", (""z"") AS ""z"" FROM ""efd"".""autogen"".""lsst.sal.ATAOS.logevent_correctionOffsets"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ","What are the correction offsets in x, y, and z (in millimeters) recorded in the ""lsst.sal.ATAOS.logevent_correctionOffsets"" table within the specified dashboard time range?"
Nasmyth Angle,"SELECT (""nasmyth1CalculatedAngle99"") AS ""Rotator Position"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.mount_Nasmyth_Encoders"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ",What is the rotator position of the Nasmyth 1 mount encoder on the LSST telescope between the specified dashboard start and end times?
Azimuth & Elevation,"SELECT (""azimuthCalculatedAngle99"") AS ""az"", (""elevationCalculatedAngle99"") AS ""el"" FROM ""efd"".""autogen"".""lsst.sal.ATMCS.mount_AzEl_Encoders"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ",What are the calculated azimuth and elevation angles from the AT Movable Local Encoders on the LSST telescope mount between the current dashboard time and one minute in the future?
Hexapod x y & z Reported Positions (mm),"SELECT (""reportedPosition0"") AS ""x"", (""reportedPosition1"") AS ""y"", (""reportedPosition2"") AS ""z"" FROM ""efd"".""autogen"".""lsst.sal.ATHexapod.positionStatus"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ","What were the x, y, and z positions (in millimeters) reported by the LSST SAL ATHexapod position status for times between the dashboard's specified start and end times?"
Wind Direction min/max & Wind gust direction,"SELECT (""min2M"") AS ""min2M"", (""max2M"") AS ""max2M"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.windDirection"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What were the minimum and maximum wind directions recorded by the LSST SAL Weather Station within the last 2 minutes?
Wind Direction min/max & Wind gust direction,"SELECT (""value10M"") AS ""value10M"" FROM ""efd"".""autogen"".""lsst.sal.WeatherStation.windGustDirection"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: ",What is the minimum and maximum wind direction as well as the wind gust direction recorded by the LSST SAL Weather Station within the specified dashboard time range?
Sonic Temperature Standard Deviation,"SELECT mean(""sonicTemperatureStdDev"") AS ""sonicT_Sigma_gill""FROM ""efd"".""autogen"".""lsst.sal.ESS.airTurbulence"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: AND salIndex = 110 GROUP BY time(:interval:) FILL(null)","What is the standard deviation of sonic temperature measurements from the ESS air turbulence sensor (salIndex 110) over the specified time period, grouped by a certain interval and filling any null values?"
Wind Speed Magnitude,"SELECT mean(""speedMagnitude"") AS ""mean_speedMagnitude_gill""FROM ""efd"".""autogen"".""lsst.sal.ESS.airTurbulence"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: AND salIndex = 110 GROUP BY time(:interval:) FILL(null)","What is the average wind speed magnitude measured by the gill anemometer in the LSST SAL ESS air turbulence data, grouped by a specified time interval, within the given time range and for the specific salIndex 110?"
CSC Messages,"SELECT ""message"", ""traceback"" FROM ""efd"".""autogen"".""lsst.sal.ESS.logevent_logMessage"" WHERE salIndex = 110 AND time > :dashboardTime: AND time < :upperDashboardTime:",What are the CSC messages and their associated tracebacks for SAL index 110 that were logged between the current dashboard time and an upper limit of the dashboard time?
Sonic Temperature,"SELECT mean(""sonicTemperature"") AS ""mean_sonic_temperature_gill"" FROM ""efd"".""autogen"".""lsst.sal.ESS.airTurbulence"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: AND salIndex = 110 GROUP BY time(:interval:) FILL(null)","What is the mean sonic temperature measured by the Gill anemometer from the ESS air turbulence data, grouped by a specific interval, for a certain period of time starting from the dashboard time and ending at the upper dashboard time, where the SAL index is 110?"
Wind Speeds - Gill,"SELECT mean(""speed0"") AS ""mean_speed0"", mean(""speed1"") AS ""mean_speed1"", mean(""speed2"") AS ""mean_speed2"" FROM ""efd"".""autogen"".""lsst.sal.ESS.airTurbulence"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: AND salIndex = 110 GROUP BY time(:interval:) FILL(null)","What were the average wind speeds recorded by the Gill anemometer at 0, 1, and 2 meters above ground level for the LSST SAL ESS air turbulence data over the specified time interval, filling in any missing values with null?"
zPosition,"SELECT mean(""zPosition"") AS ""mean_zPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.imsData"" WHERE :m1m3_test: GROUP BY time(1s) FILL(null)","What is the mean value of the ""zPosition"" for the LSST SAL MTM1M3 imsData over 1-second intervals during the M1M3 test period?"
yPosition,"SELECT mean(""yPosition"") AS ""mean_yPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.imsData"" WHERE :m1m3_test: GROUP BY time(1s) FILL(null)",What is the average y-position of the LSST M1M3 mirror measured by the imsData system over 1-second intervals during the specified test period?
xPosition,"SELECT mean(""xPosition"") AS ""mean_xPosition"" FROM ""efd"".""autogen"".""lsst.sal.MTM1M3.imsData"" WHERE :m1m3_test: GROUP BY time(1s) FILL(null)","What is the mean value of the xPosition measurements from the LSST SAL MTM1M3 imsData table, grouped by 1-second intervals and filling in any gaps with null values, based on the m1m3_test condition?"
Dome Position,"SELECT ""positionActual"", ""positionCommanded"" FROM ""efd"".""autogen"".""lsst.sal.MTDome.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What was the actual and commanded position of the MTDome azimuth over the last 24 hours?
Dome Drives Currents,"SELECT ""driveCurrentActual0"", ""driveCurrentActual1"", ""driveCurrentActual2"", ""driveCurrentActual3"", ""driveCurrentActual4"" FROM ""efd"".""autogen"".""lsst.sal.MTDome.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","To generate the given database query, a suitable natural language question could be:

What were the actual current values for the dome drive motors 0 through 4 within the specified time range?"
Dome Velocity,"SELECT ""velocityActual"" FROM ""efd"".""autogen"".""lsst.sal.MTDome.azimuth"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:",What was the actual velocity of the dome's azimuth motion between the specified dashboard start and end times?
Wind Speed,"SELECT ""value"",""min2M"",""avg2M"",""avg10M"" FROM ""efd"".""autogen"".""lsst.sal.Environment.windSpeed"" WHERE time > :dashboardTime: AND time < :upperDashboardTime:","What was the wind speed, including its minimum value in the last 2 minutes, average value in the last 2 minutes, and average value in the last 10 minutes, for the specified time range?"
Wind Speed (clone 1),"SELECT mean(""avg10M"") AS ""mean_avg10M"", mean(""avg2M"") AS ""mean_avg2M"", mean(""min2M"") AS ""mean_min2M"", mean(""value"") AS ""mean_value"" FROM ""efd"".""autogen"".""lsst.sal.Environment.windSpeed"" WHERE time > :dashboardTime: AND time < :upperDashboardTime: GROUP BY time(:interval:) FILL(null)","What are the average wind speeds at different intervals (10 minute average, 2 minute average, and minimum 2 minute) as well as the instantaneous wind speed values measured by the LSST telescope environment monitoring system over the last hour, with data grouped into 1-minute intervals and any missing values filled with null?"
